id,name,city,latitude,longitude,totalBeds,erBeds,phone,website,specialties,data_status,notes
mh-15137,Dr. Kirits Nursing Home-Vile Parle,mumbai,19.0963781,72.8563994,30,3,8768498867,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15140,Dr.Tushar Shah,mumbai,19.1043491,72.8464095,60,3,9394735381,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15141,Kirit Nursing Home,mumbai,19.0963781,72.8563994,30,2,7265980827,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15142,Navjivan Maternity and Surgical Nursing Home,mumbai,19.0963781,72.8563994,30,2,7568272799,,"General Surgery, Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15144,Parle Eye Hospital,mumbai,19.1007327,72.8484152,8,1,9148993910,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-15145,Sarafs Diagnostic Center,mumbai,19.1021198,72.8447758,60,5,8398878903,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15146,Sarda Clinic,mumbai,19.0759837,72.8776559,20,1,8781858664,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15147,Saurabh Sanjanwala`S Maternity Gync.and Surgical Nur,mumbai,19.1084218,72.8485457,40,2,9743337685,,"General Surgery, Gynecology",estimated,Estimated/inferred where public source was unavailable
mh-15148,Shreeji Associates C/O Dr Ranes Nursing Home,mumbai,19.095176,72.8499645,30,3,8386999048,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15149,Smt. Laxmiben Dharamsi Karsan Gala Eye Hospital,mumbai,19.0963781,72.8563994,8,1,8229518624,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-15150,Sunder Pathology Laboratory,mumbai,19.0963781,72.8563994,60,7,9739776537,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15151,Vasudev Eye Clinic,mumbai,19.0963781,72.8563994,8,1,8881479226,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15152,Vivek Pathology Laboratory,mumbai,19.1024496,72.8499878,60,2,8819014825,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15153,Aastha Nursing Home - Andheri,mumbai,19.1363246,72.82766,30,3,7760577231,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15154,Bses Mg Hospital (Managed By)Brahma Kumari Global Hospital and Res Center,mumbai,19.1198548,72.8464601,120,4,8550389836,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15155,Doctor Eye Hospital,mumbai,19.1363246,72.82766,8,1,7393791764,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-15156,Dr Eye Institute Pvi Ltd,mumbai,19.1363246,72.82766,8,1,7488995745,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-15157,Dr Gadams Nursing Home,mumbai,19.1363246,72.82766,30,2,7667558845,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15158,Dr Parmars Surgical Hospital,mumbai,19.1166476,72.8427744,40,1,7755074252,,General Surgery,estimated,Estimated/inferred where public source was unavailable
mh-15159,Dr. Kirit Ichhashanker Oza - Andheri,mumbai,19.1363246,72.82766,60,5,9257163807,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15160,Dr. Patel Nursing Home,mumbai,19.1363246,72.82766,30,2,9617952587,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15162,Eye And Contact Lens Clinic,mumbai,19.1198548,72.8464601,8,1,8296836792,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15163,Kaveri Eye Care Centre,mumbai,19.1363246,72.82766,8,1,7124140394,,"Ophthalmology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15165,Masrani Clinic For Women and Mimas,mumbai,19.1152002,72.844139,20,1,9559952503,,"Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15166,Mediwavw Clinic,mumbai,19.1363246,72.82766,20,2,8920596127,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15168,Patil Hospital,mumbai,19.1363246,72.82766,120,12,7207729570,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15169,Prime Speciality Hospital,mumbai,15.9647156,74.0035709,120,11,9527331936,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15170,Purandare Hospital,mumbai,19.1295475,72.822229,120,5,8363335506,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15171,R.G. Scientific Enterprises Ltd,mumbai,19.1366248,72.8363278,60,3,9000984136,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15172,Roshni Eye Hospital,mumbai,19.113645,72.8697339,8,1,8226064984,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-15173,Sainath Polyclinic,mumbai,19.1363246,72.82766,20,1,7798820860,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15174,Sangeeta Maternity Surgical and Diagnostic Centre,mumbai,19.113645,72.8697339,40,3,8251120547,,"General Surgery, Gynecology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15175,Society Of The Helpers Of Mary Shraddha Vihar Hosp,mumbai,19.1198548,72.8464601,60,3,9999323953,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15176,Srl Ranbaxy Ltd,mumbai,19.1185922,72.872193,60,2,9889226547,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15177,Sushrut Clinic Orthosurgical Nursing Home,mumbai,19.0759837,72.8776559,20,1,9581105189,,"General Surgery, Orthopedics, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15178,Swati Eye Clinic,mumbai,19.1363246,72.82766,8,1,7969087031,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15180,Vibha Maternity And Surgical Nursing Home,mumbai,19.1363246,72.82766,30,1,8059118047,,"General Surgery, Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15181,Vishal X-Ray Clinic,mumbai,19.1363246,72.82766,20,1,7738185389,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15182,Ameya Surgical and General Nursing Home,mumbai,19.104219,72.864046,30,2,7185624016,,"General Surgery, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15183,Chiranjeevi Nursing Home,mumbai,19.113645,72.8697339,30,1,9634442954,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15184,Dadhich Nursing Home,mumbai,19.1081099,72.8677512,30,2,7262985931,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15185,Diamond Hospital,mumbai,19.1405116,72.8421555,120,3,8722483565,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15187,Dr Goels Maternity and General Hospital,mumbai,19.1099032,72.8650609,120,11,9909530438,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-15188,Dr Punjabis Laboratory,mumbai,19.1154908,72.8726952,60,6,7010770949,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15189,Dr.Pintos Pathological Laboratory,mumbai,19.1213135,72.8797755,60,7,9956817614,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15190,Dr.Sandip Anand,mumbai,19.1110621,72.8655922,60,2,9203527197,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15191,Kiran Care and Cure Hospital,mumbai,19.1110621,72.8655922,120,3,7884989880,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15192,Mukund Maternity And Surgical Nursing Home,mumbai,19.1198548,72.8464601,30,1,7500557562,,"General Surgery, Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15193,Nutan Mammography And Sonography Centre,mumbai,19.113645,72.8697339,60,1,8696573502,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15194,Paramount General Hospital and Icu,mumbai,19.1154908,72.8726952,120,4,8324543322,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15196,Rachana Maternity Paediatric and Surgical Nursing Ho,mumbai,19.1110621,72.8655922,30,2,8231002394,,"General Surgery, Gynecology",estimated,Estimated/inferred where public source was unavailable
mh-15198,Rg Stone Urology And Laparoscopy Hospital,mumbai,19.1338837,72.8376429,120,10,9315476829,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15199,Saish Nursing Home and Icu,mumbai,19.1188585,72.8802146,30,1,9674143964,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15200,Sevenhills Healthcare Private Limited,mumbai,19.1163793,72.8798583,60,5,9253978237,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15201,Spectacles And Contact Lens Clinic,mumbai,19.1131214,72.867009,20,2,7442391758,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15202,"Sugun Hospital Multispeciality Diagnostic, Icu",mumbai,19.1165713,72.8825342,120,1,8323321839,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15203,Umang Maternity And Surgical Nursing Home -Andheri (E),mumbai,19.1154908,72.8726952,30,3,7121878425,,"General Surgery, Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15205,Dr Mandot Modern Clinical Pathology Laboratory,mumbai,19.1738547,72.8476718,20,2,8992273735,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15206,Dr. Kamats Hospital - Jogeshwari - Mumbai,mumbai,19.1364893,72.8488709,120,2,9075498560,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15207,Dr. Kulkarni Hospital,mumbai,19.043902,72.8681195,120,3,9821993143,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15208,Dr. Shindes Childrens Hospital And Nicu,mumbai,19.1364893,72.8488709,120,6,9515189155,,Pediatrics,estimated,Estimated/inferred where public source was unavailable
mh-15209,Global Diagnostic Centre,mumbai,19.0759837,72.8776559,60,5,7393291930,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15211,Parulekar Maternity And Surgical Nursing Home - Mumbai,mumbai,19.1315933,72.8498738,30,1,9686896360,,"General Surgery, Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15212,A.E.Kalsekar Hospital,mumbai,19.1379278,72.8101762,120,10,7721751929,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15213,Mahima Hospital and Polyclinic,mumbai,19.1306458,72.8184455,20,2,7151585231,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15214,Mamta Maternity and Nursing Home,mumbai,19.0759837,72.8776559,30,2,8067474178,,"Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15217,The Clinique and Nursing Home - Andheri,mumbai,19.1350852,72.8146101,30,2,7025559221,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15218,Dr. (Mrs.) S.D.Patki Clinic,mumbai,19.1699919,72.8497757,20,2,8127297291,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15219,Dr.Ganaskars Pathology Laboratory,mumbai,19.0759837,72.8776559,60,5,8786331229,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15220,Enclave Maternity Home,mumbai,19.1691237,72.8754694,60,6,8050750136,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-15221,Eye Smile Clinic,mumbai,19.1733185,72.8730215,8,1,9181882980,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15222,Gokuldham Medical Centre,mumbai,19.1737578,72.8597274,60,7,7519249104,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15223,Kanchi Nursing Home,mumbai,19.1551485,72.8678551,30,3,7016329325,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15226,Sudha Hospital and Polyclinic,mumbai,19.1737578,72.8597274,20,1,9074721328,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15227,Surya Eye Clinic,mumbai,19.1745143,72.862324,8,1,9447589197,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15230,Yashada Maternity and Surgical Home,mumbai,19.1509735,72.8758099,40,3,8025496161,,"General Surgery, Gynecology",estimated,Estimated/inferred where public source was unavailable
mh-15232,Abhijit Hospital,mumbai,19.1874689,72.8422219,120,10,7426262126,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15233,Adarsh Hospital,mumbai,19.1963422,72.8105333,120,2,8556479727,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15234,Advanced Orthopaedic Centre,mumbai,19.1827551,72.8401539,60,5,9960404197,,"Orthopedics, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15244,"Dr. Manoj Shah , Fractureaccident - Orthopaedic",mumbai,19.1016472,72.8500491,10,1,8544848368,,"Orthopedics, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15246,Dr. Vasa Hospital,mumbai,19.1963422,72.8105333,120,3,7843470049,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15247,Dr.Guptas Nursing Home,mumbai,19.1749892,72.8451337,30,1,7199207804,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15248,Dr.Ronak Prakash Bhandari,mumbai,19.1834939,72.8357436,60,3,9380619874,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15249,Ear-Nose-Throat And Eye Clinic,mumbai,19.180237,72.8554149,8,1,9255795525,,"Ophthalmology, ENT, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15251,Evershine Nursing Home,mumbai,19.1928391,72.8330873,30,2,7519038633,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15255,Janhvi Nursing Home,mumbai,19.185155,72.8422978,30,2,7170589877,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15256,Jay Polyclinic Surgical and Maternity Nursing Home and Iccu,mumbai,19.1840599,72.846178,20,2,8719445248,,"General Surgery, Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15257,Khandelwal Ent and General Hospital and Polyclinic,mumbai,19.1827551,72.8401539,20,1,7551797455,,"ENT, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15259,Le Nest,mumbai,19.1757956,72.8419473,60,6,7192076638,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15260,Lifeline Hospital Heart Insititute and Diagnostic Centre,mumbai,19.1827551,72.8401539,40,4,8462363487,,"Cardiology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15262,Manish Nursing Home,mumbai,19.1853044,72.8470214,30,3,7066819222,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15264,Navkar Child Care Centre and Nursing Home,mumbai,19.1843832,72.8362572,30,2,7572421418,,"Pediatrics, ENT, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15265,Neelam Nursing Home (Lenest) - Malad (W),mumbai,19.2254953,72.8544636,30,1,7292465410,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15266,Neon Critical Care,mumbai,19.2019275,72.8190866,60,7,9209091764,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15268,Nirman Diagnostic Imaging Centre,mumbai,19.1827551,72.8401539,60,6,9054092095,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15269,Puranik Hospital,mumbai,19.1878099,72.845366,120,1,7888861160,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15270,Rahul Eye Clinic,mumbai,19.13654,72.847579,8,1,8417409863,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15271,Rajathani Seva Samiti,mumbai,19.1827551,72.8401539,60,1,7028329443,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15275,Saraogi Maternity and General Hospital,mumbai,19.1897322,72.8460784,120,11,7979174771,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-15281,Sunflowar Laboratory and Diagnostic Centre,mumbai,19.1827551,72.8401539,60,6,9313535371,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15282,Surana Hospital And Research Centre,mumbai,19.1980732,72.8426229,120,9,7581794960,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15286,Vinayak Maternity and General Hospital,mumbai,19.1827551,72.8401539,120,4,7800206545,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-15289,Clear Vision Eye Center,mumbai,19.0781122,72.8319933,8,1,7309921897,,"Ophthalmology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15290,Dhanshri Hospital,mumbai,19.2222802,72.8544895,120,13,8943525640,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15292,Dr Baliga Nursing Home,mumbai,19.164269,72.8454471,30,3,7556190225,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15294,Jain Hospital and Medical Research Center,mumbai,19.0759837,72.8776559,120,7,7878742532,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15296,Kolekar Hospiatl,mumbai,19.0599156,72.9011119,60,4,8944378471,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15298,Omkar Eye Care Center,mumbai,19.171536,72.9528553,8,1,8070454193,,"Ophthalmology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15299,Pratik Hospital and Maternity Home,mumbai,19.1998211,72.842594,120,7,7811705237,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-15303,Shri Siddhi Vinayak Orthopaedic Hospital,mumbai,24.5446027,73.6956989,120,8,7438184140,,Orthopedics,estimated,Estimated/inferred where public source was unavailable
mh-15304,Suyash Surgiacal and Maternity Home,mumbai,19.032803,73.1012153,60,6,9575342627,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-15305,Anand Nursing Home - Borivali (E),mumbai,19.2240612,72.8666469,30,1,9817217237,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15306,"Ankit Fracture, Maternity and Surgical Hospital",mumbai,19.2240612,72.8666469,40,2,9405672587,,"General Surgery, Gynecology",estimated,Estimated/inferred where public source was unavailable
mh-15307,Asian Eye Institute And Laser Centre,mumbai,19.2318937,72.8586904,8,1,7018980206,,"Ophthalmology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15308,Crystal Hospitals,mumbai,19.2240612,72.8666469,120,9,7802733602,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15309,"Dr Parikhs Maternity, Gynaec, and General Hospital",mumbai,19.2229268,72.8574421,120,12,9131402390,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-15310,"Dr. Mehta,S Maternity Home",mumbai,19.0759837,72.8776559,60,5,7029822262,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-15312,Mohit Hospital and Heart Centre,mumbai,19.234019,72.8643053,40,1,9285306762,,"Cardiology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15313,Mukti Nursing Home,mumbai,19.0759837,72.8776559,30,2,9908990065,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15314,Narendra Hospital,mumbai,19.0759837,72.8776559,120,8,8165404240,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15316,Navjeevan Global Heart Centre,mumbai,19.2224441,72.8600404,40,4,8557853516,,"Cardiology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15317,Nirmay Mother Care Centre,mumbai,19.2219048,72.842968,60,7,7543101041,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15318,Parijat Child Health Clinic,mumbai,19.2559121,72.8749632,20,2,7288695266,,"Pediatrics, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15319,Parmar Hospital,mumbai,19.2300126,72.8619097,120,5,7962371924,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15320,Purnima Hospital,mumbai,19.2360202,72.8606066,120,14,8058527619,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15321,Qualitas Diagnostics Center,mumbai,19.2240612,72.8666469,60,7,8636289311,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15323,Ratika Hospital and Research Centre,mumbai,19.2240612,72.8666469,120,2,8467949258,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15324,Riddhi Eye Clinic,mumbai,19.2240612,72.8666469,8,1,7595084677,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15325,Robindra Nursing Home,mumbai,19.2240612,72.8666469,30,3,8464863388,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15326,Roshni Eye Clinic,mumbai,19.2277398,72.8594058,8,1,9309860248,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15328,Shivam Eye Care Centre,mumbai,19.2240612,72.8666469,8,1,7620918502,,"Ophthalmology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15329,Shree Krishna Hospital,mumbai,19.2371877,72.8441358,120,10,8783867168,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15330,Shri K V O Jain Manav Seva Kendra Navneet Hospital,mumbai,19.2240612,72.8666469,120,11,8625122377,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15331,Sumeet Nursing Home,mumbai,19.0759837,72.8776559,30,1,7453087039,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15332,Utkarsh Nursing Home,mumbai,19.2248364,72.8566481,30,2,9195847250,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15334,Akshar Eye Clinic,mumbai,19.1998211,72.842594,8,1,7480523993,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15338,Bhatia Maternity and Ivf Centre,mumbai,19.1980732,72.8426229,60,7,8028128969,,"Gynecology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15340,Dr Reena Mokal Nursing Home and Polyclinic,mumbai,19.2153192,72.8152087,20,2,8422027204,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15341,Dr. Vora`S Premature Critical Care and General Hospital,mumbai,19.2077867,72.8423686,120,12,7489138781,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15343,Gayatri Maternity and Gynaec Clinic,mumbai,19.2100454,72.8183494,20,2,7194619802,,"Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15344,Grace Maternity and Nursing Home - Kandivli (W),mumbai,19.2064817,72.8384842,30,2,7466197429,,"Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15345,Gyatri Maternity and Gynaec Clinc,mumbai,19.2100454,72.8183494,60,1,8382543811,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-15348,Jaydeep Eye and Physiotherapy Clinic - Kandivli,mumbai,19.0759837,72.8776559,8,1,7317740058,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15349,Jobanputra Nursing Home,mumbai,19.206912,72.850038,30,3,7322214512,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15350,Kanchanganga Polyclinic and Nursing H0Me,mumbai,19.0759837,72.8776559,20,1,8320630266,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15352,Kirti Nursing Home,mumbai,30.7346267,79.0668943,30,2,9149295548,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15355,Medicenter Nursing Home,mumbai,19.0759837,72.8776559,30,3,7535915578,,"ENT, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15358,Nidhi Nursing Home and Iccu,mumbai,19.2063004,72.841578,30,2,9244445774,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15359,Paarth Hospital,mumbai,19.1998211,72.842594,120,13,9421424817,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15360,Panorama Eye Clinic Superspeciality Eye Care,mumbai,19.206847,72.8443572,8,1,7865263591,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15362,Parvatibai Chavan Charitable Trust - Kandivli,mumbai,19.0759837,72.8776559,60,5,8221118504,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15363,Raichura Prasuti Gruha,mumbai,19.0759837,72.8776559,60,2,9750389365,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15365,Sai Vilayatrai Charitable Polyclinc,mumbai,19.2019348,72.8446558,60,3,8188518299,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15366,Saraswati Hospital(Kandivali),mumbai,19.1998211,72.842594,120,2,9606735191,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15367,Shah Surgical Hospital and Maternity Home P. Ltd.,mumbai,19.2039462,72.8492897,40,2,9512346103,,"General Surgery, Gynecology",estimated,Estimated/inferred where public source was unavailable
mh-15369,Shivam Nursing Home,mumbai,19.0759837,72.8776559,30,1,8200138229,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15370,Shree Krishna Hospital - Kandivali,mumbai,19.1936411,72.8435167,120,13,8631799654,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15371,Shree Nagesh Childrens Hospital,mumbai,19.2177774,72.8301306,120,1,9648726524,,Pediatrics,estimated,Estimated/inferred where public source was unavailable
mh-15372,Sumangal Hospital,mumbai,19.1998211,72.842594,120,6,8647176423,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15373,Swapneel Nursing Home,mumbai,19.0759837,72.8776559,30,1,8057299696,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15374,Vinayak Nursing Home`,mumbai,19.2050369,72.8389113,30,2,7005918612,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15376,Abhinav Sushrut Hospital,mumbai,19.2540545,72.8620298,120,8,7727193708,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15377,Akshit Maternity Home,mumbai,19.2542542,72.8646698,60,3,7284885866,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-15378,Anand Maternity And Nursing Home - Mumbai,mumbai,19.4945979,72.8604097,30,2,8056956459,,"Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15380,Ashirwad Maternity and Nursing Home - Dahisar,mumbai,19.2539332,72.8672448,30,3,8984849578,,"Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15381,Balaji Polyclinic and Criticare Centre,mumbai,19.2406676,72.8685001,20,1,7696171057,,"ENT, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15382,Dr Ajay Shah Pathology,mumbai,19.2539332,72.8672448,60,5,9726576819,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15383,Dr Mandar Pandit Clinic,mumbai,19.2530795,72.8575571,20,1,8999642385,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15384,Dr Worlikar's Shree Surgical and General Nursing Home,mumbai,19.2539332,72.8672448,30,2,7817688231,,"General Surgery, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15385,Dr. M. L Dhawale Memorial Trust,mumbai,19.2512619,72.8601956,60,7,9593708905,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15386,Dr.Nikams Eye Care And Laser Centre,mumbai,19.2511357,72.8575344,8,1,7272736218,,"Ophthalmology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15387,Jai Ambe Poly Clinic Nursing Home and Maternity Hosp,mumbai,19.2539332,72.8672448,20,1,7416162081,,"Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15388,Kk Maternity And General Hospital,mumbai,19.2467802,72.8610276,120,3,9118747034,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-15389,"Life Line Hospital - Dahisar,Mumbai",mumbai,19.2539332,72.8672448,120,9,7022968655,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15390,Namitha Polyclinic and Hospital,mumbai,19.2539332,72.8672448,20,2,9516008611,,General Medicine,estimated,Estimated/inferred where public source was unavailable
